"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score","product_cues_1_10","product_cues_11_13","product_cues_1_13","production_cues_a_g","product_cues_8_10","product_cues_1_7_11_13","aesthetic_aspect","functional_aspect","sustainable_commitment","fashion_innovativeness"
"1417","high","low","high","low","high","high","high","high","high","high","high","high","low","high","high","high","low","high","low","high","high","high","high","high","high","high","high","low","high",NA,NA,1,NA,NA,NA,NA,"low","high","low","high","low","high","low","low","low","low","high","high","low","low","high","high","low","high","high","high","low","low","low","high","low","high","low",1,"Male",7,1,2,19,"low","low","low","high","low","low","low","high","high","low"
"1418","high","low","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",NA,NA,NA,NA,NA,NA,1,"low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",5,"Female",1,1,2,18,"low","low","low","low","low","low","low","low","low","low"
"1419","high","low","high","high","high","high","high","low","high","low","low","low","low","high","high","high","high","high","low","low","low","low","low","low","high","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","low","high","low","high","low","low","low","high","high","high","high","low","low","low","low","low","low","low",1,"Female",1,1,2,18,"low","low","low","low","high","low","high","high","low","low"
"1420","high","high","high","high","high","low","low","low","high","low","low","high","high","high","high","high","high","high","low","low","high","low","low","low","low","high","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","low","high","high","low","low","low","low","low","low","low","low","low","high","high","high","high","high","high","low","low","low","low","low","high","low",1,"Female",3,1,2,12,"low","low","low","high","low","low","low","low","high","low"
"1421","high","low","low","high","low","low","low","high","high","high","low","high","low","high","high","high","high","high","high","high","high","high","high","high","high","low","high","high","high",1,NA,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","high","high","high","high","high","high","high","high","high","high","high","high","low","low","high","low","high","low","low",1,"Female",2,1,2,18,"high","high","low","high","high","high","high","high","high","low"
"1422","high","low","high","high","high","high","high","low","high","high","low","high","high","high","high","high","high","high","high","high","high","low","low","low","low","high","high","high","high",NA,NA,1,NA,NA,NA,NA,"high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low",1,"Male",11,1,2,29,"low","high","low","high","high","low","high","high","high","high"
"1423","high","high","high","high","high","high","high","low","high","high","low","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"low","high","low","high","high","high","high","high","high","high","high","high","high","low","high","high","high","high","high","high","low","low","low","low","low","low","low",1,"Male",2,1,2,18,"low","high","low","high","high","low","high","high","high","low"
"1424","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","low",1,"Male",1,1,2,18,"low","high","low","high","high","low","high","high","high","low"
"1425","high","low","high","low","low","high","high","high","low","low","low","low","high","high","high","low","high","low","high","low","low","low","low","high","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","low","high","low","high","low","low","low","low","low","low","high","high","low","high","low","low","low","low",1,"Female",1,1,2,20,"high","high","high","low","high","high","high","high","low","low"
"1426","high","low","high","high","high","high","high","high","high","high","low","low","high","high","high","high","high","low","low","low","high","low","high","low","low","low","high","high","high",NA,NA,NA,1,NA,NA,NA,"high","high","high","high","high","high","high","low","low","low","high","low","high","low","high","high","high","high","high","high","low","low","low","low","low","low","low",1,"Female",1,1,2,17,"low","low","low","high","high","low","high","high","high","low"
"1427","high","high","high","high","high","high","high","high","high","low","high","high","low","high","high","low","high","high","high","low","low","low","low","low","low","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","low","low","low","low","high","high","high","high","high","high","high","high","low","low","low","low","low","low","high",1,"Male",1,1,2,18,"low","low","low","high","low","low","high","high","low","low"
"1428","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high","high","high","high","high","high","low","low","high","high","low","high","high","high",NA,1,1,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","high","high","high","high","high","low","high","high","high","high","high","high","low","low","low","low","low","high","low",1,"Male",2,1,2,16,"high","high","high","high","high","high","high","high","high","low"
"1429","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","high","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","low","high","high","low","low","high","high","high","high","high","high","low","low","low","low","low","low","high",1,"Female",7,1,2,12,"high","low","low","high","low","high","high","high","high","low"
"1430","high","high","high","high","high","high","high","high","high","high","low","low","high","high","high","high","high","high","high","high","low","low","low","low","low","low","high","high","low",NA,NA,1,NA,NA,NA,NA,"high","high","low","low","low","high","high","low","high","low","low","high","high","low","low","low","high","low","high","high","low","high","high","high","high","low","low",1,"Female",7,1,2,22,"low","high","low","low","low","low","high","low","high","high"
"1431","high","high","high","high","low","low","high","low","low","high","high","high","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","high","low",NA,NA,NA,NA,NA,NA,1,"low","high","high","high","low","high","high","low","high","low","high","low","high","low","high","high","high","high","high","high","low","low","low","low","low","low","high",1,"Female",1,1,2,18,"low","low","low","high","low","low","high","high","low","low"
"1432","high","high","high","high","high","high","high","high","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",NA,1,NA,NA,1,NA,NA,"low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",1,"Female",1,1,2,18,"low","low","low","low","low","low","low","low","low","low"
"1433","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,1,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","low","low","high","high","high","high","high","high","high","high","high","high","low","low","low","low","high","high","low",1,"Male",10,1,3,18,"high","low","high","high","high","high","high","high","high","low"
"1434","high","high","low","high","high","high","high","high","high","low","low","high","low","low","low","high","high","high","low","low","low","low","high","low","low","low","high","high","low",NA,1,1,NA,NA,NA,NA,"high","high","low","low","high","low","high","low","high","low","high","low","low","low","high","low","high","high","low","high","low","low","low","low","low","low","low",1,"Female",1,1,2,10,"low","low","low","low","low","low","low","high","low","low"
"1435","low","low","high","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","high","low","low","low","low","low","high","high","high",1,NA,1,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","low","low","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",1,"Female",1,1,2,16,"low","low","low","low","low","low","high","high","low","low"
"1436","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,NA,1,NA,NA,NA,NA,"high","high","high","high","low","high","high","low","low","low","high","high","high","high","high","high","high","high","high","low","low","low","low","high","high","high","low",1,"Male",5,1,1,18,"high","low","low","high","high","low","high","high","high","low"
"1437","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","high","low","low","low","high","high","high",1,1,1,1,NA,1,NA,"high","high","high","high","high","low","high","high","high","high","high","high","high","high","high","high","high","high","low","high","low","low","low","low","high","low","low",1,"Male",1,1,2,19,"low","high","low","high","high","low","low","high","high","low"
"1438","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",1,1,1,NA,NA,NA,NA,"high","high","high","high","high","low","high","low","low","low","high","high","high","high","high","high","high","low","high","high","low","low","low","low","low","low","low",1,"Male",1,1,1,14,"high","low","low","high","high","low","low","high","high","low"
"1439","high","low","high","low","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","high","high","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"low","high","low","high","high","low","low","low","low","low","low","low","low","low","high","high","high","high","high","low","low","low","low","low","low","low","low",1,"Female",2,1,2,18,"low","low","low","low","low","low","low","low","high","low"
"1440","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","high","high","low","low","high","high","low","high","high","low","low","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","low","high","high","high","low","high","high","high","high","low","high","low","low","low","low","low","low","low",1,"Male",1,1,2,8,"high","low","high","high","high","high","high","high","low","low"
"1441","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high","high",NA,1,NA,1,NA,1,NA,"high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","high","high","low","high","high","low","low","low","low","high","low","low",1,"Male",1,1,2,13,"high","high","high","high","high","high","high","high","high","low"
"1442","high","high","high","low","low","high","high","high","high","high","high","high","high","low","high","high","high","high","low","high","high","low","low","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","high","high","high","high","low","high","low","low","low","high","high","high","low","low","low","low","low","high","low","high",1,"Male",7,1,1,18,"low","high","low","low","low","high","high","high","low","low"
"1443","high","high","high","high","high","high","high","high","high","low","low","high","low","high","high","high","high","high","low","high","high","low","high","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","low","high","low","high","high","low","high","low","low","low","low","low","high","high","high","high","high","low","low","low","high","low","high","low","high",1,"Female",9,1,3,20,"low","high","low","high","low","high","high","high","high","low"
"1444","high","low","high","low","high","high","high","high","high","low","low","low","high","high","high","high","high","high","low","high","high","low","high","low","low","high","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","low","high","high","high","low","high","high","high","low","high","high","high","high","high","high","low","low","low","low","high","high","low",1,"Male",1,1,1,20,"low","high","low","high","high","low","low","high","high","low"
"1445","high","high","high","low","high","low","low","low","high","low","low","low","high","high","high","high","high","high","low","low","high","low","high","low","low","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","low","high","low","high","low","high","low","high","high","high","high","low","low","low","low","low","low","high",1,"Female",6,1,2,18,"low","low","low","high","high","low","high","high","low","low"
"1446","high","low","low","high","high","low","high","low","high","high","low","low","low","high","high","high","high","high","high","high","low","low","low","low","low","low","high","high","high",1,NA,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","high","low","low","high","high","high","high","high","high","high","low","high","high","low","high","low","low","high","low",1,"Female",5,1,2,21,"high","low","high","high","high","high","high","high","high","high"
"1447","high","high","high","low","high","high","low","high","high","low","low","low","high","high","high","high","high","low","low","low","low","low","high","low","low","low","high","high","high",1,NA,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","high","low","high","high","high","low","low","high","high","high","high","high","low","low","low","low","low","low","low",1,"Male",1,1,2,12,"high","low","low","high","high","low","high","high","low","low"
"1448","high","high","low","low","high","high","low","low","low","low","low","low","low","high","high","high","low","high","low","low","low","low","low","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"low","high","high","high","low","high","high","high","high","low","high","high","low","low","high","high","high","low","low","low","high","low","high","low","low","low","low",1,"Male",1,1,2,17,"low","high","low","low","low","high","high","high","low","low"
"1449","high","high","high","high","high","high","high","high","high","low","high","low","high","high","high","low","high","low","low","low","high","low","high","low","low","low","high","high","low",1,NA,NA,NA,NA,NA,NA,"low","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","high","high","low","high","low","low","high","low","low","low","low",1,"Male",2,1,2,16,"low","high","low","low","high","high","high","high","high","low"
"1450","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","low","high","high","high","high","high","high","high","high","high","high","high","low","low","low","low","low","low","low",1,"Female",1,1,2,18,"low","low","low","high","high","low","high","high","high","low"
"1451","high","low","low","high","low","high","high","low","high","low","low","low","high","high","low","high","high","low","high","low","low","low","low","high","low","low","high","high","low",NA,NA,1,NA,NA,NA,NA,"high","high","high","high","high","low","high","low","high","low","high","low","high","low","low","high","high","high","low","high","low","high","high","low","high","low","low",1,"Female",1,1,2,22,"high","low","high","high","high","high","low","high","high","high"
"1452","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high","high","high","high","low","low","low","low","low","low","low","low","low","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","high","high","low","low","low","low","low","low","low","low","low","low","low","low","low","high","low","low","low","low",1,"Male",1,1,2,18,"low","high","low","low","low","low","high","low","low","low"
"1453","high","high","high","high","high","high","high","high","high","high","low","high","high","high","high","high","high","low","high","low","high","low","low","low","low","low","low","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","low","low","high","high","high","low","low","high","high","high","high","low","low","low","low","low","high","low","low",1,"Female",1,1,2,19,"high","low","high","low","high","high","high","high","low","low"
"1454","high","low","high","high","high","high","low","high","high","low","low","high","high","high","high","high","high","high","high","high","high","low","low","low","low","low","high","high","low",1,1,1,1,1,1,NA,"high","low","high","high","high","low","low","low","low","low","low","low","high","low","high","high","high","high","high","high","low","low","low","low","low","low","low",1,"Female",4,1,2,18,"low","low","low","high","high","low","low","low","high","low"
"1455","high","high","high","high","high","high","high","high","high","low","low","low","low","high","high","high","high","high","low","low","high","low","low","low","low","low","high","high","high",NA,NA,1,NA,NA,NA,NA,"low","high","low","high","high","low","low","low","high","low","high","high","low","low","high","low","low","low","high","low","low","low","low","high","high","low","low",1,"Male",2,1,1,18,"low","low","low","low","high","low","low","high","high","low"
"1456","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,NA,1,1,NA,1,NA,"high","high","high","high","high","high","high","high","low","low","high","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high",1,"Male",10,1,2,19,"low","low","low","high","high","low","high","high","high","low"
"1457","high","high","high","low","low","high","high","high","high","low","low","low","high","high","high","high","high","high","high","low","high","low","low","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","low","high","high","high","high","high","high","high","high","low","high","low","high","high","high","high","low","low","low","low","low","low","low",1,"Female",1,1,2,18,"high","high","high","high","high","high","high","high","high","low"
"1458","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","high",1,NA,NA,NA,NA,NA,NA,"high","high","high","low","high","low","high","low","low","high","low","low","low","high","high","high","high","high","high","high","low","low","low","high","high","high","high",1,"Male",1,1,1,18,"low","low","low","high","low","low","low","high","high","low"
"1459","high","high","high","low","high","high","low","low","low","low","low","low","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","low","high","high","high","low","low","low","high","high","high","high","low","low","low","low","low","low","low",1,"Male",1,1,2,17,"high","low","high","low","high","high","high","high","low","low"
"1460","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","high","high","high","high","high","high",NA,1,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","low",1,"Female",1,1,2,21,"high","high","high","high","high","high","high","high","high","high"
"1461","high","low","high","high","high","high","high","low","high","low","low","low","low","high","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low",NA,NA,NA,NA,NA,NA,NA,"low","low","low","low","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",1,"Male",1,1,3,18,"low","low","low","low","low","low","low","low","low","low"
"1462","high","high","high","high","high","low","high","high","high","high","high","low","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",1,1,1,1,1,1,1,"high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","low",1,"Male",1,1,1,18,"high","high","high","high","high","high","high","high","high","low"
"1463","high","high","high","low","high","low","low","low","high","low","low","low","high","high","high","high","high","low","low","low","high","low","high","low","low","high","high","high","high",NA,NA,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","high","high","low","high","high","low","high","high","high","high","high","high","high","low","high","low","low","low","low",1,"Female",1,1,2,20,"high","high","high","high","high","high","high","high","high","low"
"1464","high","low","high","high","high","high","high","high","low","low","low","low","high","high","high","high","low","low","high","low","low","low","low","low","high","low","high","high","high",NA,NA,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","low","low","low","low","low",1,"Female",1,1,1,17,"high","high","high","high","high","high","high","high","low","low"
"1465","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high","high","high","low","low","high","low","low","low","low","low","high","high","high",1,NA,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","high","high","low","high","high","high","low","low","low","high","low","low","low","low","low","low","low","low","low","low",1,"Female",1,1,2,18,"high","high","high","low","high","low","high","high","low","low"
"1466","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high",1,"Male",11,1,2,18,"low","high","low","high","high","low","high","high","high","low"
"1467","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","low","high","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","low","low","low","low","low","high","high","high","low","high","high","high","low","low","high","low","low","low","low","low","low","low",1,"Female",1,1,2,18,"low","low","low","low","high","low","low","high","high","low"
"1468","high","high","high","low","high","high","high","high","high","high","low","low","high","high","high","high","low","low","low","high","high","low","low","low","high","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",1,"Male",1,1,2,16,"low","low","low","low","low","low","low","low","low","low"
"1469","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high","high","high","low","low","high","low","high","low","low","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","low","low","high","high","high","low","low","low","high","high","high","high","low","low","low","low","low","low","low",1,"Female",1,1,2,12,"high","low","high","high","high","high","high","high","high","low"
"1470","high","high","high","low","high","high","high","high","high","low","low","low","low","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",NA,NA,1,NA,NA,NA,NA,"high","high","high","high","low","high","high","low","low","low","low","low","high","low","low","low","high","low","high","low","high","low","high","low","low","low","low",1,"Female",1,1,2,20,"high","low","low","low","low","high","high","high","low","low"
"1471","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,NA,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","low",1,"Female",4,1,2,18,"low","high","low","high","high","low","high","high","high","low"
"1472","high","low","high","high","high","high","high","high","low","high","high","high","low","high","high","high","high","high","low","low","high","low","low","low","low","high","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","low","high","high","low","high","low","low","high","high","high","high","high","high","high","high","high","low","low","low","low","low","low","low",1,"Female",1,1,2,16,"high","low","low","high","high","high","high","high","high","low"
"1473","high","high","high","high","high","high","high","high","low","low","low","low","high","high","high","high","high","high","low","low","high","low","high","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","high","high","low","high","high","high","high","high","high","high","high","high","high","high","high","high","low","low","low","low",1,"Female",1,1,2,19,"low","high","low","high","high","low","high","high","low","low"
"1474","high","low","high","high","high","high","high","high","high","low","low","low","high","low","low","low","high","low","low","low","low","low","low","low","low","low","high","low","low",NA,NA,NA,NA,NA,NA,NA,"low","low","low","low","low","high","high","low","high","low","low","low","low","low","low","low","low","high","low","low","low","low","low","low","low","low","low",1,"Female",2,1,2,12,"low","low","low","low","low","low","high","low","low","low"
"1475","high","high","high","low","low","high","high","low","high","low","low","low","high","high","low","low","high","low","high","low","high","low","low","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","low","high","high","low","high","low","high","low","high","high","high","high","high","high","high","high","high","low","low","low","low","high","low",1,"Female",1,1,2,20,"low","low","low","high","low","low","high","high","low","low"
"1476","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",1,NA,NA,NA,NA,NA,NA,"low","low","low","high","high","high","high","low","high","low","high","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","low",1,"Female",1,1,2,18,"low","high","low","high","high","low","high","low","high","low"
"1477","high","high","high","high","high","high","high","high","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",NA,NA,NA,NA,NA,NA,NA,"low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",1,"Male",1,1,2,18,"low","low","low","low","low","low","low","low","low","low"
"1478","high","high","high","high","low","high","high","high","high","high","low","high","low","high","high","high","high","low","low","low","low","low","high","low","low","low","low","high","low",NA,NA,1,NA,NA,1,NA,"high","high","high","high","low","high","high","low","high","low","low","low","low","low","low","low","high","high","high","high","low","low","high","low","low","high","low",1,"Female",1,1,2,20,"low","low","low","low","low","low","high","low","low","low"
"1479","high","low","high","high","high","high","high","low","high","low","low","low","high","high","high","high","high","high","low","low","high","low","low","low","low","low","high","high","high",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","high","low","high","high","high","low","high","high","high","high","high","high","low","low","low","low","high","high","high",1,"Female",1,1,2,17,"high","low","low","high","high","low","high","high","high","low"
"1480","high","high","low","low","high","low","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",NA,NA,1,NA,NA,NA,NA,"low","low","high","high","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",1,"Male",1,1,2,18,"low","low","low","low","low","low","low","low","low","low"
"1481","high","low","high","high","high","high","low","high","high","low","high","low","low","low","high","high","high","high","low","low","low","low","high","low","high","high","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","low","high","high","high","high","low","high","low","high","low","high","low","low","low","high","high","high","high","low","low","low","low","low","low","high",1,"Male",1,1,2,10,"high","high","high","low","high","high","high","high","low","low"
"1482","high","high","low","high","high","high","high","low","high","low","low","low","low","high","high","low","high","low","low","low","high","low","low","low","low","low","high","high","low",NA,NA,1,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","high","low","low","low","high","low","high","high","high","high","high","low","low","high","high","low","low","low","low",1,"Female",2,1,2,20,"low","low","low","high","low","low","high","high","low","low"
"1483","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","high","high","high","low","low","high","low","low","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","low","high","high","high","high","low","high","low","high","low","high","low","low","high","high","high","high","high","low","low","low","low","low","low","low",1,"Male",11,1,2,12,"low","low","low","high","low","low","high","high","high","low"
"1484","low","low","low","low","low","high","high","low","high","low","high","low","high","high","low","high","high","high","low","low","high","low","low","low","low","low","high","high","low",NA,NA,NA,NA,NA,NA,1,"high","high","high","high","high","high","high","low","low","low","high","low","high","low","high","high","high","high","high","high","high","high","high","low","high","high","low",1,"Female",10,1,2,23,"high","low","high","high","high","high","high","high","low","high"
"1485","high","high","high","high","high","high","high","high","high","high","low","low","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,1,NA,NA,NA,NA,NA,"high","high","high","high","high","high","high","low","low","high","high","high","high","high","low","high","low","high","high","low","low","low","low","high","low","high","low",2,"Male",5,2,3,16,"high","low","high","low","high","high","high","high","high","low"
"1486","high","high","high","high","high","high","high","high","high","low","low","low","high","high","high","low","high","high","high","low","high","high","high","high","high","high","high","high","high",NA,NA,1,NA,NA,NA,NA,"low","low","low","low","low","low","low","low","low","low","low","high","high","low","high","high","high","high","high","high","low","low","low","high","high","high","low",1,"Male",2,1,2,18,"low","low","low","high","low","low","low","low","high","low"
"1487","high","high","high","high","high","high","high","high","high","high","low","low","high","high","high","high","high","low","low","low","low","low","low","low","low","low","low","low","low",NA,NA,1,NA,NA,NA,NA,"low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low","low",1,"Male",1,1,1,18,"low","low","low","low","low","low","low","low","high","low"
"1488","high","high","high","high","high","high","high","low","high","low","low","high","low","high","low","high","high","high","high","low","low","low","high","high","high","high","low","low","low",NA,NA,NA,NA,NA,NA,1,"high","low","low","low","high","high","high","high","high","low","high","low","low","high","low","high","high","low","low","low","low","low","low","low","low","low","high",6,"Female",7,3,2,15,"low","low","low","low","low","low","high","low","low","low"
"1489","high","high","low","high","high","high","high","high","high","low","low","low","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high","high",NA,NA,1,NA,NA,1,NA,"high","high","high","high","high","high","high","low","high","high","high","high","high","low","low","low","low","low","low","low","low","low","low","high","high","high","low",1,"Male",1,1,2,18,"high","high","high","low","high","high","high","high","high","low"
